Season,Week,SKU,ValueB1,ValueB2,ValueB3,ValueB4,ValueB5,ValueB6,ValueB7,ReturnB1,ReturnB2,ReturnB3,ReturnB4,ReturnB5,ReturnB6,ReturnB7
3,11,A,421.1505243,305.3114853,0,2.984676836,89.0100563,0,397.1952808,342.328161,0,0,0,0,0,0
3,12,A,376.8508405,425.430298,0,179.0575603,0,1.402322698,162.8559831,0,0,0,0,0,0,0
3,1,B,902.9136769,332.6650251,0,658.3860165,765.6348564,319.4284134,0,0,0,0,0,0,0,0
3,2,B,0,257.0101012,518.4674671,263.9814062,0,865.4237965,904.9877019,0,13.69123889,0,0,0,0,0
3,3,B,0,0,474.7674328,954.2838134,880.0182119,82.79152937,755.2114576,0,0,0,0,0,0,0
3,4,B,316.4987451,324.1565255,523.6504743,0,93.1379054,795.1457203,6.306958707,0,0,0,0,0,0,0
3,5,B,846.1339328,512.711015,826.8657981,848.7047923,696.9985737,455.1412011,0,0,0,0,0,0,0,0
3,6,B,138.6732516,625.6298216,356.8393372,0,0,743.6091229,720.5718696,283.8946301,0,0,0,0,0,0
3,7,B,747.8477253,415.3855349,251.9622727,157.1120176,0,541.6654508,736.8151972,0,0,0,0,0,0,0
3,8,B,523.9573525,9.086250043,451.2967999,781.8081947,0,274.9833175,0,0,0,177.6903561,0,0,0,0
3,9,B,17.9748843,568.8852665,23.8346727,603.1064382,498.0578441,610.0685397,448.8924279,0,0,18.27325218,0,0,0,0
3,10,B,492.210517,249.019193,10.13762507,266.9557589,434.9477042,418.8903243,0,0,0,0,421.7939727,0,0,0
3,11,B,13.32287586,0,579.5010531,0,466.7234017,176.7048199,360.5637494,0,0,0,0,0,0,0
3,12,B,466.1931957,337.0205191,228.9670399,251.1339903,272.127208,0,440.458402,0,0,0,0,0,0,0
3,1,C,0,760.2775718,0,235.9662804,0,609.7777214,321.9848919,0,0,0,0,0,255.1647164,0
3,2,C,652.2029334,561.8471154,856.7355502,174.9723343,157.3227634,134.6995865,458.4999578,0,0,0,0,0,0,0
3,3,C,0,99.22400596,944.5697797,802.7207732,151.0579401,972.3035697,0,0,0,0,0,0,0,0
3,4,C,665.2057666,729.2968871,0,0,948.4569676,479.2089474,529.3404914,0,0,0,0,371.6861725,0,0
3,5,C,44.45550715,750.5116259,192.959195,563.2800691,588.9400202,440.4280988,365.6273701,0,0,0,0,0,0,0
3,6,C,43.48635128,475.0673421,442.5336316,681.6676127,467.7755286,244.2046087,136.1005302,0,0,0,0,0,0,0
3,7,C,747.7317922,687.2022419,221.8206734,641.3813961,102.4367065,736.0861192,97.37158704,0,0,0,0,0,241.9975623,0
3,8,C,0,239.4822288,0,746.7746154,363.9637073,589.113079,415.0625296,0,0,0,0,0,0,0
3,9,C,429.7158812,244.0696339,0,0,167.9652896,0,0,323.0858921,0,0,0,0,0,0
3,10,C,0,665.6588564,226.2696147,255.4004344,160.9292609,0,81.99771122,0,0,0,0,0,0,0
3,11,C,425.3465435,99.84767822,0,543.4168068,485.3808706,53.61203175,448.0265511,0,0,0,0,0,0,0
3,12,C,0,0,0,134.2660763,153.4387093,287.9167011,0,0,0,0,0,0,0,0
4,1,A,0,98.83456219,413.443087,412.1933708,33.08074698,702.3912738,724.424136,0,193.5368351,0,0,0,0,0
4,2,A,324.4951808,647.9929379,897.2641654,467.6737273,25.94543553,797.3389907,385.3659445,0,0,0,0,0,0,0
4,3,A,811.6615456,753.2528454,184.1637393,929.3846267,118.5848687,94.4457173,218.1407529,243.5105517,0,0,0,0,0,0
4,4,A,797.9865379,137.9219839,882.0594585,0,285.8543363,0,0,364.6853718,0,0,0,0,0,0
4,5,A,540.0511487,577.5238687,360.0005154,0,381.4320246,443.8131182,513.8911148,0,0,501.337047,0,0,0,0
4,6,A,397.4433913,21.79416981,0,833.0073335,0,0,882.4446987,0,0,0,0,0,0,489.0541869
4,7,A,587.5894538,532.8205129,0,0,693.874015,0,627.2775228,0,0,0,0,0,0,0
4,8,A,405.7971844,188.2231237,0,654.9571778,373.5405255,556.5253817,0,0,0,0,0,0,0,0
4,9,A,501.2142134,387.7730445,503.3502585,0,213.0825434,316.7422288,723.8927273,0,0,0,0,0,0,0
4,10,A,198.2007511,477.6984411,0,674.4102459,0,647.9113091,502.3460132,0,0,0,0,0,0,0
4,11,A,0,0,441.9343554,404.0518418,456.1098795,30.63836405,0,0,0,0,0,0,0,0
4,12,A,347.1011503,34.67286961,0,197.0207236,406.1065411,408.1442663,183.3967818,0,0,0,0,0,0,0
4,1,B,842.3709603,38.62634821,577.2519112,0,864.5006906,977.2575093,98.44789512,0,0,434.8854088,0,0,0,0
4,2,B,164.326294,514.1789634,781.7667749,672.656398,694.6914051,358.5772842,54.11008088,0,0,0,0,0,0,0
4,3,B,656.4417518,408.8858054,305.1496387,463.7943801,15.42355473,0,770.7841917,0,28.02104575,0,0,0,0,0
4,4,B,193.511378,0,0,805.9139465,550.481821,0,0,0,0,0,0,0,0,0
4,5,B,496.5156476,568.9693046,897.4062202,906.357807,848.1739048,0,653.5743568,0,0,0,0,271.0514032,0,0
4,6,B,848.9264809,813.9111598,720.9318116,102.3812189,768.8371874,689.3485861,494.4785923,0,119.7469937,0,0,0,198.0051308,0
4,7,B,0,521.6373993,430.250554,269.2111655,328.9216161,459.5786013,295.3539045,0,0,0,0,0,0,0
4,8,B,358.3874994,431.2289934,772.6373137,0,5.434311442,139.3299708,322.3692197,0,0,16.4109356,0,0,0,0
4,9,B,363.9976096,276.9909336,459.9081889,148.4024425,84.26737823,729.141333,516.5727395,0,0,0,246.8367614,437.6449288,0,0
4,10,B,141.5278883,649.7673806,445.1170308,6.777726182,0,127.1308246,186.105748,0,0,0,0,0,0,0
4,11,B,258.7552422,60.24488242,482.7475911,0,349.2835984,0,597.406941,0,0,0,0,0,0,0
4,12,B,0,396.5336407,316.1101235,475.9820204,406.6947361,422.4758787,14.58777182,0,0,0,0,0,0,0
4,1,C,236.2532003,614.0987943,596.7451554,756.869561,0,360.4415894,0,0,126.3735238,0,496.8154879,0,0,0
4,2,C,0,517.083939,0,321.9347661,501.8254509,616.65425,394.9298282,0,0,0,0,0,0,0
4,3,C,592.5615607,297.9100063,930.5129424,840.329773,235.362249,834.9771539,503.6451831,0,0,0,0,0,0,0
4,4,C,156.2321913,375.1339045,746.7254394,0,101.8256392,0,264.3538356,0,0,0,0,0,0,100.5463044
4,5,C,98.33788232,522.3677749,0,272.6352973,633.253576,244.516168,498.4283778,0,0,0,497.5673335,192.4117605,0,0
4,6,C,0,548.8451289,0,702.4567947,515.3082488,174.8841586,438.6993,0,0,0,0,0,0,0
4,7,C,330.0922177,665.3955878,497.7551711,0,778.9085456,0,661.4803891,0,0,0,0,0,0,0
4,8,C,146.3267694,193.7651372,654.2715281,603.1933266,500.9299829,0,407.5045542,0,0,111.2949065,0,0,0,0
4,9,C,0,6.86704762,29.40500349,0,461.005282,340.7457472,248.2529486,0,0,0,0,0,0,0
4,10,C,223.5566891,0,0,0,0,183.7735294,539.0274224,0,0,0,0,0,431.5521083,0
4,11,C,424.6071664,438.2622194,563.4562248,0,583.2029606,0,165.5947804,0,0,0,0,0,0,0
4,12,C,0,353.3170848,291.897574,296.1710531,502.9472996,124.9509616,0,0,0,0,0,0,0,0
5,1,A,993.8059999,648.1977027,537.2132822,88.28161515,832.7821655,399.9648217,894.7110032,0,492.5169864,0,0,0,0,0
5,2,A,608.2288534,971.924711,626.6822021,604.3604427,0,383.4310954,193.1803255,0,0,0,0,0,0,0
5,3,A,811.9745329,511.0606141,0,356.6924216,746.1574815,338.53536,0,0,0,0,0,0,0,0
5,4,A,207.6502137,0,931.229509,0,849.7212745,30.82733062,116.0513855,0,0,0,0,0,0,0
5,5,A,781.1406479,495.3326747,896.3643591,249.6876755,618.0982911,0,532.7135901,0,0,0,0,148.8736177,0,0
5,6,A,0,272.3185701,0,737.8931498,117.8570298,0,884.1987805,0,0,0,0,0,0,0
5,7,A,434.2398399,616.8936586,716.8841312,442.985929,202.9569461,344.7077155,590.8290107,0,0,245.281667,88.61557268,0,0,0
5,8,A,536.4156447,433.7065643,0,416.233185,452.0151467,99.8372536,172.8211183,0,0,0,0,0,0,0
5,9,A,633.4184315,260.5759597,743.7219582,0,0,190.4135427,455.7833525,0,0,0,0,0,0,0
5,10,A,101.1438898,353.5063803,0,0,461.9166285,128.1211071,305.4783098,0,0,0,0,0,0,0
5,11,A,150.5608779,498.6799983,0,187.5560116,0,173.0413167,345.5906978,363.0252011,0,0,0,0,0,0
5,12,A,0,308.727395,244.6915191,227.1217961,20.65609966,44.11569758,129.2625056,0,0,0,0,0,0,0
5,1,B,0,483.3790524,175.1392988,203.553406,195.369825,149.4744916,343.2654226,0,0,0,0,0,0,0
5,2,B,0,0,655.6530004,787.6770031,0,228.8603766,292.6705898,0,0,0,0,0,0,0
5,3,B,0,117.3303897,99.89152164,209.880546,102.2500788,640.4643535,12.291585,0,0,0,0,0,0,0
5,4,B,684.6524319,912.3530239,729.0018175,864.7385209,0,556.9051064,894.6085874,0,0,0,0,0,0,0
5,5,B,240.5958428,381.7319161,909.9584455,38.59280095,12.80447904,571.9999895,372.5629242,0,0,0,0,0,0,3.85471951
5,6,B,0,0,745.3739694,0,809.6774888,631.6007723,65.65692522,0,0,0,0,0,0,0
5,7,B,101.045207,0,179.9730095,373.2575945,612.03601,35.68634435,0,0,0,0,0,0,0,0
5,8,B,0,572.3873071,65.01684869,540.1523555,755.8521085,93.458494,620.9973398,0,0,0,43.15511768,0,0,0
5,9,B,105.4066432,150.9155183,515.6849339,0,8.429295755,653.1432725,149.2420804,501.3856658,0,0,0,0,0,0
5,10,B,57.19442242,419.155126,0,121.7144132,647.7247166,492.2781003,124.0196904,472.2772066,0,0,23.53324889,0,0,0
5,11,B,349.5485965,331.6080458,570.2539962,527.8936259,462.3622083,0,0,0,0,0,502.090895,0,0,0
5,12,B,499.4877024,26.16561481,120.2878919,0,294.7339167,128.4379149,220.7019769,0,0,0,0,0,0,0
5,1,C,417.5286305,326.4098753,970.7243483,632.9170819,0,875.5488618,68.97146603,0,0,0,0,0,0,0
5,2,C,892.3113877,898.0507712,576.1889899,369.0382246,96.41499212,0,0,0,0,0,0,0,0,0
5,3,C,418.4025282,0,315.033799,745.1206946,565.0189203,897.3113795,140.5698125,0,0,0,0,0,0,0
5,4,C,0,211.3615311,99.78211644,318.4550563,685.6381115,440.225562,368.2186665,0,0,0,0,0,487.6328026,0
5,5,C,802.4287154,0,604.8784803,812.3581735,266.8710758,582.1324417,0,0,0,0,0,0,0,0
5,6,C,0,511.4482453,705.2251427,0,0,0,0,0,0,0,0,0,0,0
5,7,C,0,819.6364771,315.5292177,202.6336854,0,748.6532053,0,0,294.7371309,0,0,0,0,0
5,8,C,749.8433672,652.079302,740.2284725,0,494.0885435,430.3626023,674.7211286,0,0,0,0,0,0,100.8104504
5,9,C,0,41.26169926,0,692.7966109,606.7236536,496.6287205,647.7973324,0,0,0,107.2205032,0,0,0
5,10,C,218.4856483,100.2546615,268.4358163,273.508734,90.3240345,452.4384535,470.0105224,0,0,0,0,0,0,0
5,11,C,0,513.2263442,570.2511046,352.3349262,557.7472458,0,239.4794845,0,217.623699,0,0,0,0,0
5,12,C,88.7631448,27.30051267,407.6223206,247.3073708,338.1693277,128.9156947,108.2460533,0,0,0,0,0,0,0
6,1,A,863.7968829,0,651.6449259,0,94.960065,618.5591276,358.5176014,0,0,0,0,0,0,0
6,2,A,90.71360465,769.8863504,0,579.7978139,66.85844021,812.4350975,762.96556,0,0,0,0,76.76793453,0,0
6,3,A,0,275.0993246,544.0710497,281.9546721,858.8602376,936.1505149,360.6912348,0,0,0,0,0,443.3109867,0
6,4,A,754.2547432,857.3634873,183.6698307,344.4350565,824.2724223,565.8093602,437.8022563,0,0,0,0,0,0,0
6,5,A,29.6143058,467.5036853,512.5618041,0,429.8334816,658.5413152,241.2684064,0,0,0,0,0,0,0
6,6,A,407.2085603,573.4435156,227.8812598,723.3919705,203.8372998,357.7374399,520.1745546,0,0,0,0,0,0,0
6,7,A,316.2424787,264.5212799,423.4984614,257.8011861,187.5292026,591.9046638,571.827522,0,0,0,0,0,0,0
6,8,A,354.8093953,120.6370939,589.5831274,292.0922091,432.0844014,256.3183659,0,0,0,18.7434804,0,0,0,0
6,9,A,217.2983473,713.2402219,559.3767621,542.832424,236.0822356,0,511.82212,0,0,0,0,0,0,0
6,10,A,347.5339871,378.6189334,495.5467218,323.7016594,568.967608,279.3046134,0,0,450.4966745,462.9639575,0,0,0,0
6,11,A,424.2858541,69.89395375,364.2515423,71.82721437,296.0356331,215.9415786,255.5104427,0,0,0,0,0,0,0
6,12,A,464.2400361,0,0,348.8478258,0,404.7075515,306.6009927,0,0,0,0,0,0,0
6,1,B,922.4652737,0,202.467963,168.8542187,130.1496999,0,0,0,0,0,0,0,0,0
6,2,B,259.6628276,913.5751213,634.8414244,632.7497855,0,564.9172972,0,0,295.2070917,0,0,0,0,0
6,3,B,651.1413942,832.6764916,675.3712477,0,890.1919784,121.6460141,0,0,0,406.6655942,0,0,0,0
6,4,B,381.6862341,732.8300604,445.8181629,304.0259969,0,772.8276268,0,0,0,47.15390698,285.1837179,0,0,0
6,5,B,24.56008724,789.0897878,627.4087307,652.3186325,69.93175532,0,427.0030909,0,0,0,0,0,0,0
6,6,B,113.1384159,12.60708398,828.7779597,262.520056,522.865976,216.5072266,0,0,0,0,0,0,0,0
6,7,B,0,329.5950292,750.1403112,565.3161937,753.1245541,740.3221151,0,0,0,0,0,0,0,0
6,8,B,405.090493,384.3863044,553.5081637,17.35848858,465.5968606,617.6087416,0,0,0,0,499.3231336,0,0,0
6,9,B,36.28976413,230.4205963,638.9226695,579.3010588,386.4716275,0,263.5082012,0,225.0125821,0,0,0,0,0
6,10,B,271.7920356,577.3342682,460.4051296,0,419.0505122,546.7417464,623.0895292,0,0,0,0,0,0,0
6,11,B,0,410.1931877,297.0705653,180.011504,573.3680995,0,0,0,0,194.7058788,0,0,0,0
6,12,B,0,258.1547324,515.2447668,509.689104,184.4541623,109.1680664,238.9199962,0,0,0,0,0,0,0
6,1,C,194.0118522,135.4539235,140.5314515,142.4531986,313.3539592,0,0,0,0,0,428.6226793,0,0,0
6,2,C,181.1004177,975.2194216,271.8374906,703.044185,859.7002041,232.1038592,0,458.0433893,0,0,0,0,0,0
6,3,C,937.8864038,100.1286946,57.52620188,284.9967269,553.4847028,808.5591,559.8403958,0,0,0,0,4.329956934,0,0
6,4,C,371.4094719,111.3711136,111.6225342,594.1578835,900.2923664,957.2451584,0,0,0,338.3806991,0,0,0,0
6,5,C,443.4214803,346.2490583,225.6215641,477.6892703,424.7866694,581.9019293,0,0,0,0,0,0,0,0
6,6,C,44.74162175,680.8265417,273.4679338,383.9129836,578.3083937,619.2731575,0,0,0,0,114.955609,0,0,0
6,7,C,0,636.1624186,0,235.3072287,475.9173404,744.8165859,504.0396465,0,0,0,0,0,0,0
6,8,C,9.925525235,550.7608444,0,326.0282622,189.835763,0,729.9678002,0,145.4935634,0,0,0,0,0
6,9,C,498.2159897,0,0,0,0,285.9903288,543.130865,280.2356321,0,0,0,0,0,0
6,10,C,528.1429421,279.9905748,32.98519867,0,387.6331077,170.7565007,499.3880362,429.6507239,0,0,0,0,0,0
6,11,C,9.677477967,191.4221729,308.0305874,0,416.1623636,0,350.8155256,0,0,0,0,0,0,0
6,12,C,0,509.3719041,276.0299958,135.1211772,141.0832119,359.6462131,79.51617624,0,0,0,0,0,0,0
7,1,A,346.9018306,643.177593,822.1584777,734.8664651,718.095096,226.2439986,606.9056964,0,0,0,0,0,0,0
7,2,A,884.8958589,358.8067682,941.4927606,282.7884871,290.3625732,616.867166,508.0814628,0,0,0,0,0,0,0
7,3,A,0,611.7824031,0,960.4752789,252.9900202,0,82.4654803,0,0,0,0,0,0,101.9596789
7,4,A,26.35284066,0,642.1333713,696.9794833,531.3998965,469.4001937,319.5269575,0,0,0,0,0,0,0
7,5,A,583.7720262,280.4844192,441.1357119,381.2376038,879.0946111,0,320.1292448,0,0,0,0,0,0,0
7,6,A,154.8607994,579.8781549,267.7484453,0,374.8813938,711.1454762,155.3274836,0,0,0,0,136.7779226,0,0
7,7,A,491.4878533,554.4439377,0,753.8067142,166.6632776,171.7641422,306.2022604,0,290.4765653,0,0,0,0,0
7,8,A,160.8752416,115.3793766,0,595.4620706,0,457.2266775,0,377.1151002,0,0,0,0,0,0
7,9,A,131.670254,539.0313522,508.5096288,530.0453622,582.1107802,549.6714518,626.1517108,0,0,0,0,0,0,0
7,10,A,423.8823556,340.5724183,653.7154769,485.3296954,0,406.5842099,479.388987,0,0,0,241.5820906,0,0,0
7,11,A,137.8681032,377.9089091,104.3423409,244.8440967,0,0,0,0,0,0,0,0,0,0
7,12,A,360.3503157,444.2792387,256.7786232,346.9867917,367.1761567,476.5794968,215.8273038,0,0,0,0,0,0,0
7,1,B,676.51294,0,0,670.2059869,845.7578931,0,654.781148,0,0,0,0,0,0,0
7,2,B,705.6075943,517.6579792,180.5885263,462.0047409,776.0129809,355.9026718,542.2929729,0,0,0,0,0,0,0
7,3,B,316.6117448,568.7546465,170.1628017,17.98834761,821.6307825,255.4883493,0,0,52.3340122,0,0,0,0,0
7,4,B,540.2040717,723.108831,237.7717401,571.1911781,5.682751964,358.2215792,753.7084079,0,0,0,0,0,0,0
7,5,B,841.3625787,315.9467677,0,0,0,135.2328055,796.7158677,0,286.4208695,0,0,0,0,0
7,6,B,701.7648215,127.0397362,366.9953024,596.7169715,353.7776238,0,648.1384097,0,0,0,0,0,0,0
7,7,B,0,295.9426377,1.072106736,582.3719464,617.4916828,736.8807756,259.1911917,0,0,0,0,0,0,0
7,8,B,86.77774907,0,724.4018363,39.07422139,333.5735911,0,0,0,0,0,0,0,0,0
7,9,B,0,261.8334451,0,0,138.9715388,460.1435525,299.3104784,0,0,0,0,0,159.6860111,0
7,10,B,410.8571077,450.9439223,583.8403672,369.0435133,524.8056245,143.0062875,540.5444376,0,0,0,0,0,0,0
